,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,12/09/19,2019,0.02,share
1,28/06/18,2017,0.03,cash
2,07/07/17,2016,0.05,cash
3,20/03/17,2016,0.05,cash
4,16/05/16,2015,0.04,cash
5,29/12/15,2015,0.05,cash
6,26/06/15,2014,0.09,cash
7,13/01/15,2014,0.05,cash
8,03/06/14,2013,0.09,cash
9,30/12/13,2013,0.07,cash
10,18/06/13,2012,0.1,cash
11,01/06/12,2012,0.05,cash
12,01/06/12,2011,0.2,cash
13,18/10/11,2011,0.05,cash
14,15/06/11,2010,0.16,cash
15,15/06/11,2011,0.3,share
16,01/06/10,2010,0.5,share
17,01/09/08,2008,0.1,share
18,01/06/07,2007,0.1,share
