,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,15/11/22,2021,0.05,cash
1,16/08/22,2021,0.07,cash
2,14/04/22,2021,0.1,cash
3,18/11/21,2020,0.07,cash
4,15/09/21,2020,0.05,cash
5,02/06/21,2020,0.1,cash
6,24/11/20,2019,0.07,cash
7,18/09/20,2019,0.06,cash
8,19/03/20,2019,0.07,cash
9,09/09/19,2018,0.1,cash
10,07/06/19,2018,0.1,cash
11,05/09/18,2017,0.1,cash
12,29/05/18,2017,0.07,cash
13,07/07/17,2016,0.11,cash
14,27/06/16,2015,0.12,cash
15,12/11/15,2015,0.1,share
16,12/11/15,2015,0.1,share
17,07/05/14,2012,0.1,cash
18,26/12/12,2011,0.1,cash
19,15/08/11,2010,0.07,cash
