,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,02/06/22,2021,0.05,cash
1,20/05/21,2020,0.05,cash
2,24/06/20,2019,0.07,cash
3,24/05/19,2018,0.05,cash
4,04/05/18,2017,0.05,cash
5,21/03/14,2013,0.04,cash
6,02/04/13,2012,0.075,cash
7,12/03/12,2011,0.07,cash
8,14/03/11,2010,0.05,cash
9,15/12/09,2009,0.05,cash
10,04/09/09,2009,0.05,cash
11,12/02/09,2008,0.1,cash
12,24/01/08,2007,0.07,cash
13,01/08/07,2007,0.07,cash
14,12/07/06,2006,0.06,cash
15,12/01/06,2005,0.1,cash
16,27/07/05,2005,0.06,cash
17,29/12/04,2004,0.1,cash
18,28/07/04,2004,0.06,cash
19,23/12/03,2003,0.1,cash
