,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,27/09/22,2021,0.08,cash
1,27/09/21,2020,0.1,cash
2,20/11/20,2019,0.1,cash
3,27/09/19,2018,0.07,cash
4,30/10/18,2017,0.05,cash
5,30/10/18,2018,0.07,share
6,23/02/18,2017,0.05,cash
7,28/09/17,2016,0.05,cash
8,06/12/16,2016,0.05,cash
9,21/07/16,2015,0.12,cash
10,29/07/15,2014,0.12,cash
11,24/07/14,2013,0.12,cash
12,03/09/13,2012,0.05,cash
13,15/01/13,2012,0.1,cash
14,23/05/12,2011,0.2,cash
15,09/12/10,2010,0.15,cash
16,10/05/10,2009,0.2,cash
17,22/05/09,2008,0.05,cash
18,18/11/08,2008,0.1,cash
19,12/03/08,2007,0.14,cash
