,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,13/05/22,2021,0.1,cash
1,29/06/20,2019,0.12,cash
2,16/04/19,2018,0.12,cash
3,26/03/18,2017,0.15,cash
4,22/08/17,2016,0.1,cash
5,01/11/16,2016,0.1,cash
6,01/06/16,2015,0.1,cash
7,18/08/15,2015,0.1,cash
8,27/04/15,2014,0.05,cash
9,05/01/15,2014,0.05,cash
10,06/08/14,2014,0.1,cash
11,12/05/14,2013,0.1,cash
12,10/03/14,2013,0.1,cash
13,03/07/13,2013,0.1,cash
14,16/04/13,2012,0.1,cash
15,14/12/12,2012,0.1,cash
16,14/06/12,2012,0.1,cash
17,17/05/12,2011,0.05,cash
18,28/12/11,2011,0.1,cash
19,13/06/11,2011,0.1,cash
