,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,20/02/23,2022,0.1,cash
1,20/09/22,2022,0.25,cash
2,18/02/22,2021,0.1,cash
3,22/10/21,2021,0.25,cash
4,22/12/20,2020,0.1,cash
5,28/10/20,2020,0.25,cash
6,22/11/19,2019,0.35,cash
7,19/04/19,2018,0.2,cash
8,07/12/18,2018,0.2,cash
9,10/08/18,2017,0.15,cash
10,19/07/18,2017,0.15,cash
11,14/03/18,2017,0.15,cash
12,11/05/17,2016,0.25,cash
13,19/05/16,2015,0.16,cash
14,21/05/15,2014,0.03,cash
15,21/05/15,2015,0.02,cash
16,23/03/15,2014,0.1,cash
17,17/04/14,2013,0.1,cash
18,21/03/13,2012,0.09,cash
19,03/07/12,2011,0.05,cash
