,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,08/02/23,2022,0.2,cash
1,04/10/22,2022,0.2,cash
2,09/08/22,2022,0.5,share
3,28/04/22,2021,0.15,cash
4,19/11/21,2021,0.05,cash
5,21/06/21,2020,0.05,cash
6,21/06/21,2021,0.1,cash
7,24/03/21,2020,0.1,cash
8,08/09/20,2019,0.15,cash
9,11/07/19,2019,0.15,share
10,04/06/18,2017,0.05,cash
11,22/12/17,2017,0.1,cash
12,27/04/17,2016,0.05,cash
13,04/01/17,2016,0.1,cash
14,31/05/16,2015,0.15,cash
15,19/11/14,2014,0.2,cash
16,24/09/14,2014,0.3,cash
17,26/05/14,2013,0.15,cash
18,10/06/13,2012,0.15,cash
19,22/06/12,2011,0.15,cash
