,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/09/22,2021,0.12,cash
1,30/08/21,2020,0.08,cash
2,21/01/21,2019,0.15,cash
3,14/10/19,2018,0.1,cash
4,11/10/18,2017,0.05,cash
5,11/10/18,2018,0.05,cash
6,11/12/17,2017,0.1,cash
7,25/08/17,2016,0.05,cash
8,21/11/16,2016,0.1,cash
9,11/07/16,2015,0.05,cash
10,13/10/15,2015,0.1,cash
11,26/06/15,2014,0.05,cash
12,21/11/14,2014,0.1,cash
13,02/07/14,2013,0.11,cash
14,06/09/13,2013,0.05,cash
15,11/01/13,2012,0.08,cash
16,13/08/12,2012,0.07,cash
17,05/01/12,2011,0.1,cash
18,19/07/11,2010,0.1,cash
19,19/07/11,2011,0.05,cash
