,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,27/12/22,2022,0.04,cash
1,05/07/22,2021,0.02,cash
2,05/07/22,2022,0.04,cash
3,30/03/22,2021,0.05,cash
4,02/12/21,2021,0.05,cash
5,25/05/21,2020,0.04,cash
6,05/01/21,2020,0.05,cash
7,25/09/20,2020,0.05,cash
8,20/12/19,2019,0.06,cash
9,24/09/19,2019,0.06,cash
10,28/12/18,2018,0.07,cash
11,13/09/18,2018,0.07,cash
12,09/05/18,2017,0.02,cash
13,16/01/18,2017,0.07,cash
14,22/08/17,2017,0.07,cash
15,31/12/16,2016,0.14,cash
16,31/12/15,2015,0.12,cash
