,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,21/09/22,2021,0.5,cash
1,30/09/21,2020,0.6,cash
2,11/08/20,2019,0.22,cash
3,27/05/20,2019,0.02,cash
4,13/12/19,2019,0.08,cash
5,28/06/19,2018,0.15,cash
6,23/11/18,2018,0.05,cash
7,22/06/18,2017,0.15,cash
8,30/11/17,2017,0.1,cash
9,16/08/17,2016,0.13,cash
10,29/11/16,2016,0.15,cash
11,22/07/16,2015,0.3,cash
12,18/05/15,2014,0.2,cash
13,29/05/14,2013,0.25,cash
14,29/05/13,2012,0.4,cash
15,17/05/12,2011,0.5,cash
16,28/06/11,2010,0.5,cash
17,28/06/11,2011,0.622,share
18,08/12/10,2010,0.12,cash
