,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,15/11/22,2022,0.15,cash
1,28/12/21,2021,0.15,cash
2,26/02/21,2020,0.25,cash
3,21/02/20,2019,0.24,cash
4,30/12/19,2019,0.36,cash
5,22/02/19,2018,0.29,cash
6,02/01/19,2018,0.36,cash
7,06/03/18,2017,0.2,cash
8,08/01/18,2017,0.36,cash
9,16/02/17,2016,0.14,cash
10,22/12/16,2016,0.36,cash
11,17/03/16,2016,0.25,share
12,17/03/16,2015,0.11,cash
13,30/12/15,2015,0.36,cash
14,16/03/15,2014,0.29,cash
15,07/01/15,2014,0.16,cash
16,22/10/14,2014,0.2,cash
17,26/02/14,2013,0.24,cash
18,26/12/13,2012,0.16,cash
19,26/08/13,2013,0.2,cash
