,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,18/11/22,2021,0.04,cash
1,22/10/21,2021,0.06,cash
2,06/11/20,2020,0.05,cash
3,25/06/20,2019,0.04,cash
4,11/11/19,2019,0.05,cash
5,12/06/19,2018,0.03,cash
6,13/03/19,2018,0.05,cash
7,04/05/18,2017,0.05,cash
8,18/01/18,2017,0.05,cash
9,23/05/17,2016,0.07,cash
10,20/01/17,2016,0.05,cash
11,21/04/16,2015,0.12,cash
12,26/08/15,2014,0.11,cash
13,04/05/15,2015,0.05,share
14,11/06/14,2013,0.05,cash
15,07/01/14,2013,0.05,cash
16,14/08/13,2012,0.07,cash
17,22/02/13,2012,0.05,cash
18,06/06/12,2011,0.04,cash
19,04/04/12,2011,0.05,cash
