,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,08/05/13,2011,0.025,cash
1,10/01/13,2011,0.025,cash
2,12/12/11,2010,0.05,cash
3,10/10/11,2010,0.05,cash
4,04/05/10,2009,0.18,cash
5,24/04/09,2008,0.09,cash
6,26/08/08,2008,0.06,cash
7,15/05/08,2007,0.08,cash
8,19/10/07,2007,0.1,share
9,30/01/07,2006,0.08,cash
10,31/07/06,2006,0.08,cash
11,28/02/06,2005,0.08,cash
12,15/08/05,2005,0.07,cash
13,10/03/05,2004,0.08,cash
14,12/08/04,2004,0.07,cash
15,04/03/04,2003,0.08,cash
16,18/02/03,2002,0.09,cash
17,31/07/02,2002,0.06,cash
