,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,08/12/22,2022,0.12,cash
1,06/06/22,2021,0.08,cash
2,10/06/21,2020,0.02,cash
3,10/12/20,2020,0.1,cash
4,24/02/20,2019,0.13,cash
5,18/02/19,2018,0.12,cash
6,09/02/18,2017,0.12,cash
7,28/04/17,2016,0.01,cash
8,03/01/17,2016,0.1,cash
9,16/12/15,2015,0.1,cash
10,26/03/15,2014,0.04,cash
11,15/12/14,2014,0.05,cash
12,19/03/14,2013,0.08,cash
13,14/03/13,2012,0.12,cash
14,03/04/12,2011,0.13,cash
15,31/03/11,2010,0.072,cash
16,30/09/10,2010,0.12,share
