,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,01/04/22,2021,0.35,cash
1,07/05/21,2020,0.4,cash
2,14/07/20,2019,0.1,cash
3,11/05/20,2019,0.3,cash
4,02/07/19,2018,0.05,cash
5,13/03/19,2018,0.2,cash
6,30/07/18,2018,0.1,cash
7,18/04/18,2017,0.05,cash
8,28/12/17,2017,0.15,cash
9,18/09/17,2017,0.1,cash
10,04/05/17,2016,0.35,cash
11,17/05/16,2015,0.35,cash
12,08/05/15,2014,0.3,cash
13,18/07/14,2013,0.15,cash
14,15/08/13,2013,0.15,cash
15,15/05/13,2012,0.1,cash
16,02/04/13,2012,0.1,cash
17,05/11/12,2012,0.1,cash
18,08/06/12,2011,0.1,cash
19,17/11/11,2011,0.1,cash
