,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,13/11/20,2019,0.2,cash
1,13/11/20,2020,0.1,cash
2,18/12/19,2019,0.1,cash
3,09/07/19,2018,0.15,cash
4,04/06/18,2017,0.12,cash
5,04/06/18,2018,0.05,cash
6,20/09/17,2016,0.1,cash
7,16/08/16,2015,0.1,cash
8,12/05/15,2014,0.05,cash
9,14/10/14,2014,0.05,share
10,27/02/13,2011,0.05,cash
11,27/07/11,2010,0.1,cash
12,27/07/11,2011,0.1,share
13,31/05/10,2009,0.1,cash
14,15/01/10,2010,0.1,share
15,09/03/09,2008,0.06,cash
16,01/12/08,2008,0.1,cash
17,26/02/08,2007,0.15,cash
