,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,04/10/22,2022,0.1,share
1,14/01/22,2021,0.3,cash
2,28/04/21,2020,0.3,cash
3,15/05/20,2020,0.08,share
4,15/05/20,2019,0.3,cash
5,28/03/19,2018,0.3,cash
6,23/04/18,2017,0.3,cash
7,21/04/17,2016,0.27,cash
8,17/05/16,2015,0.28,cash
9,17/05/16,2016,0.07,share
10,27/04/15,2014,0.3,cash
11,12/05/14,2013,0.25,cash
12,12/05/14,2014,0.06,share
13,22/04/13,2012,0.345,cash
14,25/04/12,2011,0.25,cash
15,18/05/11,2011,0.3,share
16,31/05/10,2010,0.12,share
17,07/12/09,2009,0.2,cash
18,05/03/09,2008,0.02,cash
19,10/12/08,2008,0.2,cash
