,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,28/11/22,2022,0.08,cash
1,09/08/22,2022,0.1,cash
2,13/05/22,2021,0.08,cash
3,13/05/22,2022,0.07,cash
4,02/12/21,2021,0.08,cash
5,05/08/21,2021,0.1,cash
6,12/05/21,2020,0.08,cash
7,12/05/21,2021,0.07,cash
8,14/12/20,2020,0.09,cash
9,27/07/20,2020,0.08,cash
10,08/05/20,2019,0.08,cash
11,08/05/20,2020,0.08,cash
12,02/01/20,2019,0.05,cash
13,09/08/19,2019,0.11,cash
14,20/05/19,2019,0.09,cash
15,05/04/19,2018,0.1,cash
16,10/09/18,2018,0.1,cash
17,11/05/18,2018,0.15,cash
18,30/11/17,2017,0.16,cash
19,16/10/17,2017,0.1,cash
