,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,15/11/22,2022,0.06,cash
1,24/03/22,2021,0.1,cash
2,21/09/21,2021,0.15,cash
3,25/03/21,2020,0.1,cash
4,16/11/20,2020,0.15,cash
5,19/03/20,2019,0.1,cash
6,04/11/19,2019,0.15,cash
7,22/03/19,2018,0.1,cash
8,14/11/18,2018,0.15,cash
9,03/04/18,2017,0.15,cash
10,14/11/17,2017,0.1,cash
11,30/03/17,2016,0.05,cash
12,22/11/16,2016,0.15,cash
13,02/11/15,2015,0.15,cash
14,02/03/15,2014,0.1,cash
15,13/03/14,2013,0.1,cash
16,14/10/13,2012,0.05,cash
17,14/10/13,2013,0.05,cash
18,10/12/12,2011,0.02,cash
19,10/12/12,2012,0.08,cash
