,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/03/23,2022,0.1,cash
1,12/08/22,2021,0.2,cash
2,12/08/22,2021,0.15,cash
3,16/03/22,2021,0.1,cash
4,01/12/21,2020,0.35,cash
5,24/03/21,2020,0.1,cash
6,26/08/20,2019,0.15,cash
7,26/08/20,2019,0.15,cash
8,26/03/20,2019,0.1,cash
9,26/08/19,2018,0.25,cash
10,25/03/19,2018,0.1,cash
11,24/08/18,2017,0.25,cash
12,26/03/18,2017,0.1,cash
13,25/08/17,2016,0.2,cash
14,13/03/17,2016,0.1,cash
15,25/08/16,2015,0.3,cash
16,10/03/16,2015,0.1,cash
17,17/07/15,2014,0.1,cash
18,25/03/15,2014,0.1,cash
19,03/09/14,2013,0.1,cash
