,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,26/08/22,2022,0.25,cash
1,31/05/22,2021,0.25,cash
2,28/12/21,2021,0.25,cash
3,13/04/21,2020,0.25,cash
4,08/09/20,2020,0.25,cash
5,09/04/20,2019,0.25,cash
6,06/09/19,2019,0.25,cash
7,09/04/19,2018,0.25,cash
8,05/09/18,2018,0.25,cash
9,06/04/18,2017,0.3,cash
10,24/08/17,2016,0.05,cash
11,24/08/17,2017,0.2,cash
12,04/04/17,2016,0.2,cash
13,25/08/16,2016,0.2,cash
14,04/04/16,2015,0.2,cash
15,20/08/15,2014,0.05,cash
16,20/08/15,2015,0.15,cash
17,02/04/15,2014,0.15,cash
18,03/09/14,2013,0.05,cash
19,03/09/14,2014,0.15,cash
