,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,07/03/22,2021,0.14,cash
1,29/04/21,2020,0.13,cash
2,03/06/20,2019,0.13,cash
3,19/04/19,2018,0.11,cash
4,08/01/18,2017,0.13,cash
5,09/03/17,2016,0.13,cash
6,24/03/16,2015,0.13,cash
7,20/03/15,2014,0.13,cash
8,24/03/14,2013,0.16,cash
9,08/03/13,2012,0.18,cash
10,13/03/12,2011,0.09,cash
11,18/08/11,2011,0.09,cash
12,17/03/11,2010,0.1,cash
13,27/08/10,2010,0.08,cash
14,10/03/10,2009,0.17,cash
15,10/03/09,2008,0.09,cash
16,29/07/08,2008,0.08,cash
17,23/04/08,2007,0.183,cash
