,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,05/12/22,2022,0.15,cash
1,29/08/22,2021,0.15,cash
2,31/12/21,2021,0.1,cash
3,09/09/21,2020,0.15,cash
4,08/02/21,2020,0.1,cash
5,27/08/20,2019,0.2,cash
6,17/06/19,2018,0.05,cash
7,25/12/18,2018,0.15,cash
8,07/06/18,2017,0.13,cash
9,02/08/17,2017,0.12,cash
10,27/04/17,2016,0.1,cash
11,14/12/16,2016,0.1,cash
12,19/05/16,2015,0.08,cash
13,04/12/15,2015,0.1,cash
14,20/05/15,2014,0.2,cash
15,26/11/14,2013,0.046,cash
16,04/06/14,2013,0.14,cash
17,08/07/13,2012,0.17,cash
18,18/05/12,2011,0.095,cash
19,14/09/11,2010,0.06,cash
