,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,18/03/22,2021,0.2,cash
1,12/11/20,2020,0.2,cash
2,05/12/19,2019,0.3,cash
3,21/12/18,2018,0.4,cash
4,27/08/18,2018,0.1,cash
5,18/01/18,2017,0.2,cash
6,13/12/17,2017,0.2,cash
7,06/09/17,2017,0.1,cash
8,15/12/16,2016,0.4,cash
9,11/08/16,2016,0.1,cash
10,23/11/15,2015,0.4,cash
11,07/07/15,2014,0.05,cash
12,07/07/15,2015,0.1,cash
13,09/02/15,2014,0.07,cash
14,18/08/14,2013,0.02,cash
15,18/08/14,2014,0.08,cash
16,07/03/14,2013,0.06,cash
17,12/08/13,2012,0.03,cash
18,12/08/13,2013,0.07,cash
19,25/02/13,2012,0.05,cash
