,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,14/03/23,2020,0.05,cash
1,07/05/21,2019,0.05,cash
2,05/12/19,2018,0.05,cash
3,10/12/18,2017,0.08,cash
4,24/08/17,2017,0.1,share
5,14/06/16,2016,0.12,share
6,07/01/16,2016,0.1,share
7,24/11/14,2013,0.05,cash
8,24/11/14,2013,0.05,cash
9,26/11/13,2012,0.05,cash
10,26/11/13,2012,0.05,cash
11,01/02/13,2011,0.12,cash
12,18/05/11,2010,0.1,cash
13,25/10/10,2009,0.05,cash
14,25/10/10,2010,0.12,share
15,24/07/09,2009,0.15,share
16,24/07/09,2008,0.1,cash
17,13/08/08,2007,0.05,cash
18,13/08/08,2008,0.15,share
