,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,19/04/22,2021,0.12,cash
1,23/04/21,2020,0.1,cash
2,10/09/20,2020,0.05,cash
3,07/05/20,2019,0.1,cash
4,06/09/19,2019,0.05,cash
5,09/05/19,2018,0.1,cash
6,23/08/18,2018,0.05,cash
7,03/05/18,2017,0.1,cash
8,14/09/17,2017,0.07,cash
9,12/05/17,2016,0.08,cash
10,14/09/16,2016,0.07,cash
11,11/04/16,2015,0.13,cash
12,11/09/15,2015,0.07,cash
13,13/05/15,2014,0.11,cash
14,22/09/14,2014,0.06,cash
15,22/04/14,2013,0.065,cash
16,05/09/13,2013,0.06,cash
17,08/05/13,2012,0.09,cash
18,13/08/12,2012,0.08,cash
19,25/04/12,2011,0.08,cash
