,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,23/09/22,2021,0.04,cash
1,25/10/21,2020,0.04,cash
2,23/10/20,2019,0.05,cash
3,16/05/19,2018,0.1,cash
4,29/03/19,2018,0.1,cash
5,21/05/18,2017,0.05,cash
6,03/04/18,2017,0.05,cash
7,30/03/17,2016,0.12,cash
8,25/05/16,2015,0.02,cash
9,22/03/16,2015,0.1,cash
10,22/05/15,2014,0.08,cash
11,30/10/14,2014,0.07,cash
12,16/05/14,2013,0.07,cash
13,16/10/13,2013,0.07,cash
14,14/05/13,2012,0.1,cash
15,03/10/12,2012,0.1,cash
16,27/04/12,2011,0.09,cash
17,02/11/11,2011,0.08,cash
18,25/02/11,2010,0.09,cash
19,24/08/10,2010,0.06,cash
