,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,21/10/22,2021,0.04,cash
1,14/01/22,2021,0.03,cash
2,07/06/21,2020,0.05,cash
3,24/09/20,2019,0.05,cash
4,20/09/19,2018,0.09,cash
5,15/10/18,2017,0.05,cash
6,17/01/18,2017,0.05,cash
7,22/08/17,2016,0.07,cash
8,29/07/16,2015,0.03,cash
9,16/12/15,2014,0.03,cash
10,18/06/15,2014,0.02,cash
11,05/02/15,2014,0.05,cash
12,04/08/14,2013,0.12,cash
13,09/05/13,2012,0.2,cash
14,31/07/12,2012,0.05,share
15,30/03/12,2011,0.1,cash
16,21/11/11,2011,0.1,cash
17,31/08/11,2011,0.05,share
18,31/05/10,2010,0.34,share
19,30/06/09,2009,0.25,share
