,exerciseDate,cashYear,cashDividendPercentage,issueMethod
0,23/02/23,2022,0.15,cash
1,16/06/22,2021,0.25,cash
2,25/11/21,2021,0.1,cash
3,11/06/21,2020,0.2,cash
4,19/11/20,2020,0.1,cash
5,23/07/20,2019,0.2,cash
6,05/12/19,2019,0.1,cash
7,15/05/19,2018,0.2,cash
8,19/11/18,2018,0.1,cash
9,09/05/18,2017,0.2,cash
10,04/05/17,2016,0.2,cash
11,17/11/16,2016,0.15,cash
12,04/05/16,2015,0.2,cash
13,20/11/15,2015,0.15,cash
14,16/04/15,2014,0.2,cash
15,14/11/14,2014,0.15,cash
16,21/04/14,2013,0.15,cash
17,14/11/13,2013,0.1,cash
18,24/04/13,2012,0.1,cash
19,16/11/12,2012,0.1,cash
